,문서 번호,리뷰 데이터,Token,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
706,706,"완전 설레고 서로 썸타는 게 제일 재밌는데...후반부는 굳이 안봐도 될것 같다
1~7화까진 진짜 재밌게 봤는데...중간에서 건너뛰고 바로 16화만 봐도 이해가 된다
그냥 8~10부작만 해도 될 것 같음","['후반부', '중간', '이해', '작만']",1,0.2598,"[(1, 0.2597561), (21, 0.2596157), (24, 0.25947136)]"
707,707,"우석 업고 튀어!!
현실에서도 선재로 보이기 시작하면 말 다한 거 아닌가
솔이가 꽤 친숙하고 입체적인 캐릭터라서 드라마가
현실인지 현실이 드라마인지 분간이 안 간다
내가 솔이가 돼

뒤늦게 봤지만 몰아 볼 수 있어 넘 좋았다
그래서 더 재밌게 본 거 같다

일주일 텀두고 본 마지막화에선 내 맘의 거품이
많이 빠졌더라구요? 그치만 행복하면 됐다 솔선이들💕

내용 캐릭터 설정도 좋고
로맨스를 바라는 여성의 마음을 사로잡는
것들이 잘 녹아져있다

독자들 원하는 클리셰 범벅이지만
유치한 구석도 웃으며 볼 수 있으면 꽤 재밌는 드라마","['우석', '현실', '선재', '시작', '입체', '캐릭터', '드라마', '현실', '현실', '드라마', '분간', '마지막', '거품', '행복', '솔선', '들내', '캐릭터', '설정', '로맨스', '여성', '마음', '독자', '클리셰', '범벅', '구석', '드라마']",21,0.9359,"[(21, 0.9358965)]"
708,708,선재는.. 선물입니다….,"['선재', '선물']",0,0.5192,"[(0, 0.5192301), (1, 0.019230794), (2, 0.019230794), (3, 0.019230794), (4, 0.019230794), (5, 0.019230794), (6, 0.019230794), (7, 0.019230794), (8, 0.019230794), (9, 0.019230794), (10, 0.019230794), (11, 0.019230794), (12, 0.019230794), (13, 0.019230794), (14, 0.019230794), (15, 0.019230794), (16, 0.019230794), (17, 0.019230794), (18, 0.019230794), (19, 0.019230794), (20, 0.019230794), (21, 0.019230794), (22, 0.019230794), (23, 0.019230794), (24, 0.019230794), (25, 0.019230794)]"
709,709,2008년 타임슬립물답게 그시절 귀여니 인소를 보는 느낌.. 유치하지만 그것까지도 그시절 타임슬립물만의 매력이겠지,"['타임', '슬립', '시절', '귀여니', '인소', '느낌', '유치', '시절', '타임', '슬립', '매력']",0,0.3588,"[(0, 0.35883108), (11, 0.24692152), (13, 0.28366914)]"
710,710,기승전결 졸라 완벽한 미친드라마임,"['기승전결', '완벽', '드라마']",5,0.5192,"[(0, 0.019230792), (1, 0.019230792), (2, 0.019230792), (3, 0.019230792), (4, 0.019230792), (5, 0.5192301), (6, 0.019230792), (7, 0.019230792), (8, 0.019230792), (9, 0.019230792), (10, 0.019230792), (11, 0.019230792), (12, 0.019230792), (13, 0.019230792), (14, 0.019230792), (15, 0.019230792), (16, 0.019230792), (17, 0.019230792), (18, 0.019230792), (19, 0.019230792), (20, 0.019230792), (21, 0.019230792), (22, 0.019230792), (23, 0.019230792), (24, 0.019230792), (25, 0.019230792)]"
711,711,선재랑 솔이 늙는거까지 보고싶어졌던 드라마,"['선재', '드라마']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
712,712,16부 내내 클리셰 범벅인 설레는 장면으로만 내내 폭격하는데 그게 먹히다니..,"['클리셰', '범벅', '설레', '장면', '폭격']",24,0.7596,"[(24, 0.75961375)]"
713,713,마지막화가 지루하고 너무 아쉽다..,['마지막'],10,0.5192,"[(0, 0.01923079), (1, 0.01923079), (2, 0.01923079), (3, 0.01923079), (4, 0.01923079), (5, 0.01923079), (6, 0.01923079), (7, 0.01923079), (8, 0.01923079), (9, 0.01923079), (10, 0.5192302), (11, 0.01923079), (12, 0.01923079), (13, 0.01923079), (14, 0.01923079), (15, 0.01923079), (16, 0.01923079), (17, 0.01923079), (18, 0.01923079), (19, 0.01923079), (20, 0.01923079), (21, 0.01923079), (22, 0.01923079), (23, 0.01923079), (24, 0.01923079), (25, 0.01923079)]"
714,714,그대는 선물 입니다~ 그대는 선물~ 그대는~,"['선물', '선물']",0,0.6795,"[(0, 0.6794868), (1, 0.012820528), (2, 0.012820528), (3, 0.012820528), (4, 0.012820528), (5, 0.012820528), (6, 0.012820528), (7, 0.012820528), (8, 0.012820528), (9, 0.012820528), (10, 0.012820528), (11, 0.012820528), (12, 0.012820528), (13, 0.012820528), (14, 0.012820528), (15, 0.012820528), (16, 0.012820528), (17, 0.012820528), (18, 0.012820528), (19, 0.012820528), (20, 0.012820528), (21, 0.012820528), (22, 0.012820528), (23, 0.012820528), (24, 0.012820528), (25, 0.012820528)]"
715,715,오랜만에 푹 빠져 본 타임슬립로맨스판타지,"['오랜만', '타임', '슬립', '로맨스', '판타지']",5,0.6795,"[(0, 0.012820541), (1, 0.012820541), (2, 0.012820541), (3, 0.012820541), (4, 0.012820541), (5, 0.67948645), (6, 0.012820541), (7, 0.012820541), (8, 0.012820541), (9, 0.012820541), (10, 0.012820541), (11, 0.012820541), (12, 0.012820541), (13, 0.012820541), (14, 0.012820541), (15, 0.012820541), (16, 0.012820541), (17, 0.012820541), (18, 0.012820541), (19, 0.012820541), (20, 0.012820541), (21, 0.012820541), (22, 0.012820541), (23, 0.012820541), (24, 0.012820541), (25, 0.012820541)]"
716,716,2화 엔딩 그리고 버스 씬에 시의적절하게 삽입된 Loveholic 에 이 별점을 바칩니다••,"['엔딩', '버스', '삽입', 'Loveholic', '별점']",25,0.5192,"[(0, 0.019230822), (1, 0.019230822), (2, 0.019230822), (3, 0.019230822), (4, 0.019230822), (5, 0.019230822), (6, 0.019230822), (7, 0.019230822), (8, 0.019230822), (9, 0.019230822), (10, 0.019230822), (11, 0.019230822), (12, 0.019230822), (13, 0.019230822), (14, 0.019230822), (15, 0.019230822), (16, 0.019230822), (17, 0.019230822), (18, 0.019230822), (19, 0.019230822), (20, 0.019230822), (21, 0.019230822), (22, 0.019230822), (23, 0.019230822), (24, 0.019230822), (25, 0.5192294)]"
717,717,멜로드라마로서 장점이 그득하다.,"['멜로드라마', '장점']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
718,718,나한테 이 드라마는 12회가 끝,['드라마'],0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
719,719,"밥 먹고 있는데 엄마가 옆에서 드라마 보면서 계속 선재 찬양함.

쟤는 수영도 잘하고 노래도 잘하고 몸도 좋고 악기도 잘 다루고 잘생기고 다재다능하더라는 말을 n번 들었다...

그리고 엄마가 본 지 얼마 되지도 않은 드라마 재탕하는 거 첨 봄. 본방 때는 일주일 내내 선재 기다리고 본방사수함.ㅋㅋㅋㅋㅋㅋㅋㅋ

얼마나 재밌으면...??? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ","['엄마', '드라마', '선재', '찬양', '수영', '노래', '악기', '엄마', '얼마', '드라마', '재탕', '본방', '선재', '방사', '수함']",22,0.8626,"[(22, 0.8626352)]"
720,720,후반부 전개... 납득은 안 갔지만 초중반 굿,"['후반부', '전개', '납득', '중반']",1,0.7596,"[(1, 0.75961477)]"
721,721,"뒷심 부족
수치를 코믹으로 포장하는 기법 좀 그만 봤으면","['뒷심', '부족', '수치', '코믹', '포장', '기법']",18,0.8077,"[(18, 0.80768985)]"
722,722,내용 뻔하고 유치하다 싶은데도 왜케 재밌지? 결국 재밌으면 장땡인거 같다. 엄청 빠져들어서 봄 ㅎㅎ,"['내용', '장땡']",12,0.5192,"[(0, 0.019230803), (1, 0.019230803), (2, 0.019230803), (3, 0.019230803), (4, 0.019230803), (5, 0.019230803), (6, 0.019230803), (7, 0.019230803), (8, 0.019230803), (9, 0.019230803), (10, 0.019230803), (11, 0.019230803), (12, 0.5192299), (13, 0.019230803), (14, 0.019230803), (15, 0.019230803), (16, 0.019230803), (17, 0.019230803), (18, 0.019230803), (19, 0.019230803), (20, 0.019230803), (21, 0.019230803), (22, 0.019230803), (23, 0.019230803), (24, 0.019230803), (25, 0.019230803)]"
723,723,맞아... 설레임이 이런 감정 이었지?? ㅠㅠㅠ 선재야아아아,"['감정', '선재']",23,0.5192,"[(0, 0.019230833), (1, 0.019230833), (2, 0.019230833), (3, 0.019230833), (4, 0.019230833), (5, 0.019230833), (6, 0.019230833), (7, 0.019230833), (8, 0.019230833), (9, 0.019230833), (10, 0.019230833), (11, 0.019230833), (12, 0.019230833), (13, 0.019230833), (14, 0.019230833), (15, 0.019230833), (16, 0.019230833), (17, 0.019230833), (18, 0.019230833), (19, 0.019230833), (20, 0.019230833), (21, 0.019230833), (22, 0.019230833), (23, 0.5192291), (24, 0.019230833), (25, 0.019230833)]"
724,724,"너희들이 무엇을 보고 싶은지 정확히 알고 만들어진 드라마

ps. 눈물의 여왕 엔딩이 선재업고튀어 처럼 실컷 보여주고 끝났더라면...","['드라마', 'ps', '눈물', '여왕', '엔딩', '선재']",5,0.6795,"[(0, 0.012820589), (1, 0.012820589), (2, 0.012820589), (3, 0.012820589), (4, 0.012820589), (5, 0.67948526), (6, 0.012820589), (7, 0.012820589), (8, 0.012820589), (9, 0.012820589), (10, 0.012820589), (11, 0.012820589), (12, 0.012820589), (13, 0.012820589), (14, 0.012820589), (15, 0.012820589), (16, 0.012820589), (17, 0.012820589), (18, 0.012820589), (19, 0.012820589), (20, 0.012820589), (21, 0.012820589), (22, 0.012820589), (23, 0.012820589), (24, 0.012820589), (25, 0.012820589)]"
725,725,탈주했기 때무네 3점 드립니다... 고등학생 때까진 재밌었어요...,"['탈주', '무네', '고등학생']",25,0.5192,"[(0, 0.019231116), (1, 0.019231116), (2, 0.019231116), (3, 0.019231116), (4, 0.019231116), (5, 0.019231116), (6, 0.019231116), (7, 0.019231116), (8, 0.019231116), (9, 0.019231116), (10, 0.019231116), (11, 0.019231116), (12, 0.019231116), (13, 0.019231116), (14, 0.019231116), (15, 0.019231116), (16, 0.019231116), (17, 0.019231116), (18, 0.019231116), (19, 0.019231116), (20, 0.019231116), (21, 0.019231116), (22, 0.019231116), (23, 0.019231116), (24, 0.019231116), (25, 0.5192221)]"
726,726,모든 것이 말자씨의 마술이었나~,"['자씨', '마술']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
727,727,내가 잃어버렸던 건 기억이었을까? 아니면 너였을까?,['기억'],3,0.5192,"[(0, 0.019230787), (1, 0.019230787), (2, 0.019230787), (3, 0.5192303), (4, 0.019230787), (5, 0.019230787), (6, 0.019230787), (7, 0.019230787), (8, 0.019230787), (9, 0.019230787), (10, 0.019230787), (11, 0.019230787), (12, 0.019230787), (13, 0.019230787), (14, 0.019230787), (15, 0.019230787), (16, 0.019230787), (17, 0.019230787), (18, 0.019230787), (19, 0.019230787), (20, 0.019230787), (21, 0.019230787), (22, 0.019230787), (23, 0.019230787), (24, 0.019230787), (25, 0.019230787)]"
728,728,청춘은 그런 건가 보다. 삶에 지쳐 얻은 냉소를 이겨낼 봄날의 따스한 기운. 구겨진 마음을 펼쳐낼 다정한 마음. 드라마와 배우들의 쌍방구원 서사. 오래오래 순수한 열정과 직업에 대한 애정으로 심연을 묵묵히 걸어온 배우들이 영차영차 해내는 느낌이 좋아서 하차 없이 마지막까지 같이 달렸다.,"['청춘', '건가', '냉소', '봄날', '기운', '마음', '마음', '드라마', '배우', '쌍방', '구원', '서사', '순수', '열정', '직업', '애정', '심연', '배우', '느낌', '하차', '마지막']",3,0.9126,"[(3, 0.9125863)]"
729,729,왜 난 태성파인가….,['태성'],0,0.5192,"[(0, 0.5192302), (1, 0.019230792), (2, 0.019230792), (3, 0.019230792), (4, 0.019230792), (5, 0.019230792), (6, 0.019230792), (7, 0.019230792), (8, 0.019230792), (9, 0.019230792), (10, 0.019230792), (11, 0.019230792), (12, 0.019230792), (13, 0.019230792), (14, 0.019230792), (15, 0.019230792), (16, 0.019230792), (17, 0.019230792), (18, 0.019230792), (19, 0.019230792), (20, 0.019230792), (21, 0.019230792), (22, 0.019230792), (23, 0.019230792), (24, 0.019230792), (25, 0.019230792)]"
730,730,변우석 가산점,"['변우석', '가산점']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
731,731,"내가 변우석 땜에 첨부터 끝까지 챙겨보긴 했지만...
한동안 내 삶의 낙이긴 했지만... 타임슬립으로 너무 작가 마음대로 보여주고 싶은 장면과 스토리 끼워맞추는 건 퉤퉤퉤다 퉤퉤터ㅔ","['변우석', '한동안', '타임', '슬립', '작가', '장면', '스토리']",14,0.7596,"[(14, 0.75961417)]"
732,732,"90년생 취향저격 드라마ㅋ 그시절 갬성ㅋ bgm까지 찰떡🫰
여자가 남자를 지켜주려는 내용ㅎ 좋았다
초반부가 더 재밌기는 했네,,ㅎ
류선재❣️","['취향', '저격', '드라마', '시절', 'bgm', '찰떡', '여자', '남자', '내용', '반부', '류선']",23,0.7297,"[(20, 0.17800723), (23, 0.7296829)]"
733,733,김태성..😍,['김태성'],0,0.5192,"[(0, 0.51922846), (1, 0.01923086), (2, 0.01923086), (3, 0.01923086), (4, 0.01923086), (5, 0.01923086), (6, 0.01923086), (7, 0.01923086), (8, 0.01923086), (9, 0.01923086), (10, 0.01923086), (11, 0.01923086), (12, 0.01923086), (13, 0.01923086), (14, 0.01923086), (15, 0.01923086), (16, 0.01923086), (17, 0.01923086), (18, 0.01923086), (19, 0.01923086), (20, 0.01923086), (21, 0.01923086), (22, 0.01923086), (23, 0.01923086), (24, 0.01923086), (25, 0.01923086)]"
734,734,"솔직히 이 드라마의 가장 큰 공은 비주얼이다. 비주얼때문에 빨려 들어감 ;;;

이런 미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 11화에서 콘돔 100개 하늘로 날아가는거 보고 개뿜었넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
아 너무 웃겨서 적어두고 간다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

1화는 클리셰적이고 뻔해서 더이상 안 보려고 했는데 주변에서 다들 하도 미쳤다고 미쳤다고 해서 봤다가 이틀 동안 정주행해서 다 보게 생겼네 이거

변우석도 연기가 담백해서 오글거리지도 않고 스토리 전개도 시원시원하니 너무 재밌다…

후반부로 갈수록 억지스러운 전개와 반복적인 설렘 포인트 과한 범죄 설정 오바스러운 연기로 뻔하긴했지만, 마지막화도 늘어지긴 했지만

16화를 이틀 만에 다 봤다… 이렇게 깔끔 설렘 하다니.. 로맨스물은 사귀기 직전이 역시 젤 재밌을수밖에 없나보다. 실제로도 썸이 가장 재밌긴하지 ㅋㅋㅋ 완전히 홀려서 이틀 만에 다 본 걸 보면 그래도
뻔하기만 할 것이라는 내 예상을 뒤엎고
신선한 변우석의 마스크와
진짜로 웃긴 개그 포인트들
예쁜 색감..
설레는 학생 시절까지
마음에 드는 요소가 넘 많았다❤️

+ 김혜윤 서혜원의 완전히 다른 연기가 고파진다는 코멘트에 찬성한다. 다 똑같은 캐릭터만 했으니!
+ 송건희라는 배우를 첨 봤는데 이 배우 연기 괜찮다고 생각했다
+ 선재 캐릭터… 참 매력있다.","['드라마', '비주얼', '비주얼', '콘돔', '하늘', '클리셰', '이상', '주변', '이틀', '동안', '주행', '변우석', '연기', '스토리', '전개', '후반부', '억지', '전개', '반복', '포인트', '범죄', '설정', '오바', '연기', '마지막', '이틀', '로맨스', '직전', '이틀', '예상', '변우석', '마스크', '개그', '포인트', '색감', '학생', '시절', '마음', '요소', '김혜윤', '서혜원', '연기', '코멘트', '찬성', '캐릭터', '건희', '배우', '배우', '연기', '생각', '선재', '캐릭터', '매력']",14,0.9679,"[(14, 0.9679481)]"
735,735,"2024.06.13.
시청완료.

음..
드라마 소개 같은건 안보고 보기 시작하니깐..
타임슬립물이라고는 생각 못하고 보기는 했는데..
전체적으로 좋긴 했는데..

나비효과의 엔딩이었던가?
그것도 생각나고..

아는 와이프에서의..
시공간을 뛰어넘는 기억을 가진 치매할머니도 기억나고..

뭔가 모르게 정리가 되지 않는다는 공통점도 보이고..

타임슬립물의 약간의 한계가 보인것 같아..
반개는 바이바이..ㅋ","['시청', '완료', '드라마', '소개', '시작', '타임', '슬립', '생각', '전체', '나비효과', '엔딩', '와이프', '시공간', '기억', '치매', '할머니', '정리', '공통점', '타임', '슬립', '약간', '한계', '반개', '바이바이']",19,0.4348,"[(3, 0.43329847), (19, 0.43482658)]"
736,736,"뭘 좋아할지 몰라
다준비했어

10.20.30대 커플
8090 시대 이야기

여주가 너무 좋아 죽겠다는
남주와 서브남주
수영 키커 아이돌 서사까지
안좋아할수있나? 참을수있겠어?
😃🥰🥹

오그리토그리를 배우들이 채워줌","['준비', '커플', '시대', '이야기', '여주', '남주', '서브', '주수영', '아이돌', '서사', '오그', '리토', '배우']",12,0.7473,"[(12, 0.7473047), (24, 0.15012965)]"
737,737,"240612~240704
ㅇ 김혜윤 연기가 개연성이고 설득력이야. 1인극 수준
ㅇ 심지어 점점 더 아름다워 보여.
ㅇ 쌍방구원 서사
ㅇ 한결같은 사랑
ㅇ 무해하고 존중하는 모습
ㅇ 마지막에 기억찾는 거 그냥 그랬어 ㅎ
ㅇ 이 스토리의 최대 피해자는 전남친 김태성임 ㅋㅋ","['김혜윤', '연기', '개연', '설득력', '인극', '수준', '쌍방', '구원', '사랑', '존중', '모습', '마지막', '기억', '스토리', '최대', '피해자', '남친', '김태성']",3,0.6609,"[(0, 0.24674436), (3, 0.6609458)]"
738,738,해피엔딩이라 좋았다.,"['해피', '엔딩']",13,0.5192,"[(0, 0.019230798), (1, 0.019230798), (2, 0.019230798), (3, 0.019230798), (4, 0.019230798), (5, 0.019230798), (6, 0.019230798), (7, 0.019230798), (8, 0.019230798), (9, 0.019230798), (10, 0.019230798), (11, 0.019230798), (12, 0.019230798), (13, 0.51923), (14, 0.019230798), (15, 0.019230798), (16, 0.019230798), (17, 0.019230798), (18, 0.019230798), (19, 0.019230798), (20, 0.019230798), (21, 0.019230798), (22, 0.019230798), (23, 0.019230798), (24, 0.019230798), (25, 0.019230798)]"
739,739,"로맨스 드라마와 2020년대의 드라마중의 새로운 역사를 쓴 작품이라도 해도 과언이 아닐정도의 드라마. 첫화부터 마지막화까지 놓칠게 없고 잘만든 드라마. 청춘과 재미, 감동, 슬픔 모두 느끼게 해주는 드라마인것 같다. 어쩌다 내 인생명작중 하나가 되어버렸다ㅠㅠ","['로맨스', '드라마', '드라마', '역사', '작품', '과언', '정도', '드라마', '마지막', '드라마', '청춘', '재미', '감동', '슬픔', '드라마', '인생', '명작']",9,0.7548,"[(9, 0.75480765), (10, 0.12980632)]"
740,740,선재야‼️‼️,['재야'],17,0.5192,"[(0, 0.01923079), (1, 0.01923079), (2, 0.01923079), (3, 0.01923079), (4, 0.01923079), (5, 0.01923079), (6, 0.01923079), (7, 0.01923079), (8, 0.01923079), (9, 0.01923079), (10, 0.01923079), (11, 0.01923079), (12, 0.01923079), (13, 0.01923079), (14, 0.01923079), (15, 0.01923079), (16, 0.01923079), (17, 0.5192302), (18, 0.01923079), (19, 0.01923079), (20, 0.01923079), (21, 0.01923079), (22, 0.01923079), (23, 0.01923079), (24, 0.01923079), (25, 0.01923079)]"
741,741,"왜 여자들이 선재에 설레했는지 보고 알게됐다.
간만에 만난 재미있는 타임슬립물👍🏼👍🏼👍🏼","['여자', '선재', '재미', '타임', '슬립']",10,0.3462,"[(0, 0.012820577), (1, 0.012820577), (2, 0.012820577), (3, 0.012820577), (4, 0.012820577), (5, 0.012820577), (6, 0.012820577), (7, 0.012820577), (8, 0.012820577), (9, 0.012820577), (10, 0.3461531), (11, 0.346153), (12, 0.012820577), (13, 0.012820577), (14, 0.012820577), (15, 0.012820577), (16, 0.012820577), (17, 0.012820577), (18, 0.012820577), (19, 0.012820577), (20, 0.012820577), (21, 0.012820577), (22, 0.012820577), (23, 0.012820577), (24, 0.012820577), (25, 0.012820577)]"
742,742,변우석 얼굴 만만세,"['변우석', '얼굴', '만세']",8,0.5192,"[(0, 0.019230794), (1, 0.019230794), (2, 0.019230794), (3, 0.019230794), (4, 0.019230794), (5, 0.019230794), (6, 0.019230794), (7, 0.019230794), (8, 0.5192301), (9, 0.019230794), (10, 0.019230794), (11, 0.019230794), (12, 0.019230794), (13, 0.019230794), (14, 0.019230794), (15, 0.019230794), (16, 0.019230794), (17, 0.019230794), (18, 0.019230794), (19, 0.019230794), (20, 0.019230794), (21, 0.019230794), (22, 0.019230794), (23, 0.019230794), (24, 0.019230794), (25, 0.019230794)]"
743,743,제목 보고 처음에 걸렀던 나 반성해,"['제목', '처음', '반성']",5,0.3462,"[(0, 0.012820598), (1, 0.012820598), (2, 0.012820598), (3, 0.012820598), (4, 0.012820598), (5, 0.34615308), (6, 0.012820598), (7, 0.012820598), (8, 0.012820598), (9, 0.012820598), (10, 0.012820598), (11, 0.012820598), (12, 0.012820598), (13, 0.012820598), (14, 0.012820598), (15, 0.012820598), (16, 0.012820598), (17, 0.012820598), (18, 0.3461526), (19, 0.012820598), (20, 0.012820598), (21, 0.012820598), (22, 0.012820598), (23, 0.012820598), (24, 0.012820598), (25, 0.012820598)]"
744,744,절벽씬 이전까지는 나의 삶의 낙이었다,"['절벽', '이전']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
745,745,나는 분명 남의 로맨스 관심 없는 사람이었는데.... 뭐지 이건......🥹🥹🥹 선재랑솔이랑 영원히 행복했으면🩷,"['로맨스', '관심', '사람', '선재', '행복']",7,0.5192,"[(0, 0.0192308), (1, 0.0192308), (2, 0.0192308), (3, 0.0192308), (4, 0.0192308), (5, 0.0192308), (6, 0.0192308), (7, 0.51922995), (8, 0.0192308), (9, 0.0192308), (10, 0.0192308), (11, 0.0192308), (12, 0.0192308), (13, 0.0192308), (14, 0.0192308), (15, 0.0192308), (16, 0.0192308), (17, 0.0192308), (18, 0.0192308), (19, 0.0192308), (20, 0.0192308), (21, 0.0192308), (22, 0.0192308), (23, 0.0192308), (24, 0.0192308), (25, 0.0192308)]"
746,746,자 이제 남녀 역할 바뀐 거로도 빨리 만들어주세요. 캐스팅은 장원영으로…,"['남녀', '역할', '캐스팅', '장원영']",1,0.6795,"[(0, 0.0128206), (1, 0.67948496), (2, 0.0128206), (3, 0.0128206), (4, 0.0128206), (5, 0.0128206), (6, 0.0128206), (7, 0.0128206), (8, 0.0128206), (9, 0.0128206), (10, 0.0128206), (11, 0.0128206), (12, 0.0128206), (13, 0.0128206), (14, 0.0128206), (15, 0.0128206), (16, 0.0128206), (17, 0.0128206), (18, 0.0128206), (19, 0.0128206), (20, 0.0128206), (21, 0.0128206), (22, 0.0128206), (23, 0.0128206), (24, 0.0128206), (25, 0.0128206)]"
747,747,"미치겠다. 대단한 순애보 이야기. 배우의 팬이 된 것은 물론이고, 내 청춘을 되짚어보며 새벽에 감성 산책을 가질 않나, 갑자기 더 열심히 살아야겠다는 결심을 하질 않나…아주 난리났다. 현생이 망가졌다. 쳐 울다 웃다 아주 난장판이다. 유튜브에서 변우석을 하도 많이 찾아봐서 알고리즘은 요새 변우석만 보여준다. 이런 사람 만나지 못할 바에 그냥 독신으로 있자라는 엉뚱한 사고까지 탑재됐다. 주변 사람들 하나 둘 결혼할 때 나는 솔로로 남아있어서 다행이다 싶을 정도니 말 다 했다. 드라마 같은 사랑이 현실에서 존재할 수 있을까 싶다가도, 돌아보면 지난 나의 2번의 굵직한 연애도 어떻게 보면 드라마 같았다. 다만 이제 이 나이에는 이런 밑도 끝도 없는 순수한 사랑을 찾을 수 없겠지 싶다. 이런 점이 마음이 아프다. 이 드라마는 애틋하고 소중한 사랑이야기 자체로 재밌으면서, 나의 청춘과 사랑까지 휘잡아서 생각나게 해 그 자체만으로 나에게 너무 큰 영향을 줬다. 내가 꿈꿔오던 연애가 바로 이런 것 아닐까. 열병같은 사랑. 끝도 없는 사랑.","['순애보', '이야기', '배우', '물론', '청춘', '새벽', '감성', '산책', '결심', '난리', '현생', '난장판', '유튜브', '변우석', '알고리즘', '변우석', '사람', '독신', '사고', '탑재', '주변', '사람', '결혼', '솔로', '다행', '정도', '드라마', '사랑', '현실', '존재', '연애', '드라마', '나이', '순수', '사랑', '마음', '드라마', '사랑', '이야기', '자체', '청춘', '사랑', '자체', '영향', '연애', '사랑', '사랑']",25,0.9644,"[(25, 0.9643868)]"
748,748,"감독의 여심 저격 부분을 알고 있지만, 눈 뜨고 코 베이듯 선재에게 설레버렸다.","['감독', '여심', '저격', '부분', '선재']",14,0.5096,"[(14, 0.50961375), (23, 0.25961402)]"
